customer_id,first_name,last_name,email,age,gender,city,registration_date,loyalty_tier,email_opt_in,lifetime_orders
C02395,Barbara,Taylor,customer2395@email.com,66,M,Kansas City,2022-06-07,New,False,0
C02396,Mary,Miller,customer2396@email.com,22,Other,Minneapolis,2022-07-18,Silver,True,0
C02397,Karen,Smith,customer2397@email.com,55,F,St. Louis,2021-08-24,Silver,True,0
C02398,Susan,Thomas,customer2398@email.com,74,M,Philadelphia,2022-08-19,Gold,True,0
C02399,James,Lee,customer2399@email.com,52,Other,Denver,2021-06-05,Bronze,False,0
C02400,Susan,Thomas,customer2400@email.com,53,F,Houston,2021-09-30,Bronze,True,0
C02401,William,Hernandez,customer2401@email.com,56,M,New York,2023-02-12,Silver,False,0
C02402,Olivia,Martinez,customer2402@email.com,25,F,Chicago,2022-02-07,Gold,False,0
C02403,Noah,Thomas,customer2403@email.com,59,F,Atlanta,2022-09-10,Silver,True,0
C02404,Richard,Brown,customer2404@email.com,20,Other,Atlanta,2021-04-26,Silver,True,0
C02405,Isabella,Martinez,customer2405@email.com,54,Other,Kansas City,2023-02-17,Bronze,True,0
C02406,Barbara,Lopez,customer2406@email.com,70,F,Minneapolis,2022-08-31,Bronze,True,0
C02407,William,Miller,customer2407@email.com,74,Other,Chicago,2022-08-04,Silver,False,0
C02408,Jennifer,Hernandez,customer2408@email.com,31,M,Los Angeles,2021-01-13,Silver,False,0
C02409,Joseph,Gonzalez,customer2409@email.com,38,Other,Tulsa,2023-01-08,New,True,0
C02410,Sarah,Martin,customer2410@email.com,48,F,Kansas City,2022-05-19,Bronze,True,0
C02411,Patricia,Smith,customer2411@email.com,57,M,Denver,2021-03-21,Bronze,True,0
C02412,William,Smith,customer2412@email.com,18,F,Newark,2023-05-28,Gold,False,0
C02413,Jennifer,Brown,customer2413@email.com,54,M,Boston,2023-01-17,Bronze,True,0
C02414,Jessica,Lopez,customer2414@email.com,30,M,New Orleans,2022-10-24,Gold,False,0
C02415,Barbara,Johnson,customer2415@email.com,19,M,Nashville,2022-11-01,Bronze,True,0
C02416,Michael,Brown,customer2416@email.com,47,Other,Omaha,2021-09-27,New,True,0
C02417,James,Brown,customer2417@email.com,29,M,Omaha,2022-05-03,Silver,True,0
C02418,Emma,Thompson,customer2418@email.com,73,Other,New Orleans,2022-04-12,Gold,False,0
C02419,Emma,Taylor,customer2419@email.com,62,M,Omaha,2021-01-24,Gold,True,0
C02420,Richard,Perez,customer2420@email.com,22,F,Chicago,2021-08-09,Silver,True,0
C02421,Joseph,Wilson,customer2421@email.com,45,M,Chicago,2022-05-25,Silver,True,0
C02422,Sophia,Rodriguez,customer2422@email.com,22,Other,Nashville,2022-11-04,Gold,False,0
C02423,William,Smith,customer2423@email.com,69,Other,New Orleans,2021-07-27,Bronze,True,0
C02424,Joseph,Smith,customer2424@email.com,62,Other,Minneapolis,2021-08-29,Bronze,False,0
C02425,Karen,Davis,customer2425@email.com,62,Other,Omaha,2022-07-27,Silver,True,0
C02426,John,Martin,customer2426@email.com,41,F,Newark,2021-10-21,New,False,0
C02427,Susan,Perez,customer2427@email.com,28,F,Omaha,2022-07-12,Gold,True,0
C02428,Olivia,Lopez,customer2428@email.com,65,F,Houston,2021-11-25,New,False,0
C02429,Susan,Martinez,customer2429@email.com,47,M,Kansas City,2022-01-17,Silver,False,0
C02430,Jessica,Lopez,customer2430@email.com,52,F,Detroit,2022-11-23,New,False,0
C02431,Susan,Lee,customer2431@email.com,39,F,Newark,2021-05-21,Bronze,True,0
C02432,Thomas,Lee,customer2432@email.com,39,M,Denver,2021-02-13,New,False,0
C02433,Isabella,Garcia,customer2433@email.com,58,Other,Indianapolis,2022-07-08,New,True,0
C02434,Richard,Williams,customer2434@email.com,62,F,Milwaukee,2023-04-25,Silver,True,0
C02435,Emma,Smith,customer2435@email.com,24,F,Seattle,2022-06-17,New,True,0
C02436,Noah,Thompson,customer2436@email.com,32,F,Los Angeles,2023-01-28,Silver,True,0
C02437,Susan,Moore,customer2437@email.com,64,F,San Francisco,2021-11-30,Silver,False,0
C02438,Susan,Wilson,customer2438@email.com,54,Other,Tulsa,2021-08-13,Silver,True,0
C02439,Olivia,Anderson,customer2439@email.com,58,M,St. Louis,2021-08-20,Bronze,True,0
C02440,Thomas,Brown,customer2440@email.com,18,F,Indianapolis,2023-01-04,Silver,True,0
C02441,Linda,Gonzalez,customer2441@email.com,37,F,Atlanta,2022-12-13,Bronze,True,0
C02442,James,Smith,customer2442@email.com,30,M,Nashville,2023-04-15,Bronze,True,0
C02443,Sophia,Perez,customer2443@email.com,29,M,Detroit,2021-08-01,Bronze,False,0
C02444,Jessica,Lopez,customer2444@email.com,25,Other,Philadelphia,2022-04-09,New,True,0
C02445,Barbara,Hernandez,customer2445@email.com,56,F,Boston,2022-12-16,Silver,True,0
C02446,Liam,Jackson,customer2446@email.com,45,F,Dallas,2021-11-08,Silver,True,0
C02447,Mary,Taylor,customer2447@email.com,49,F,Boston,2022-11-27,Silver,True,0
C02448,Karen,Gonzalez,customer2448@email.com,62,Other,Tulsa,2021-09-19,Silver,True,0
C02449,Emma,Martin,customer2449@email.com,62,F,Kansas City,2022-03-09,Gold,False,0
C02450,Mary,Taylor,customer2450@email.com,42,M,Los Angeles,2021-01-28,Silver,False,0
C02451,John,Davis,customer2451@email.com,23,Other,St. Louis,2022-07-11,Silver,True,0
C02452,Isabella,Hernandez,customer2452@email.com,42,M,Denver,2022-04-11,New,False,0
C02453,Barbara,Moore,customer2453@email.com,38,Other,Newark,2021-02-05,Bronze,True,0
C02454,Patricia,Smith,customer2454@email.com,44,Other,Indianapolis,2022-09-21,Silver,True,0
C02455,John,Thomas,customer2455@email.com,46,M,Newark,2022-06-03,Bronze,False,0
C02456,Richard,Moore,customer2456@email.com,54,Other,Omaha,2022-12-15,Gold,True,0
C02457,Patricia,Thompson,customer2457@email.com,55,Other,Los Angeles,2021-09-17,Silver,True,0
C02458,Jennifer,Johnson,customer2458@email.com,36,F,Denver,2022-04-08,Bronze,False,0
C02459,Noah,Jones,customer2459@email.com,25,M,Atlanta,2022-03-13,Bronze,False,0
C02460,James,Gonzalez,customer2460@email.com,33,Other,Dallas,2022-05-13,Silver,True,0
C02461,Mary,Martinez,customer2461@email.com,42,M,Miami,2023-03-03,New,False,0
C02462,Emma,Taylor,customer2462@email.com,61,M,St. Louis,2023-06-06,New,False,0
C02463,Patricia,Brown,customer2463@email.com,62,M,Indianapolis,2023-04-08,Bronze,True,0
C02464,Emma,Smith,customer2464@email.com,56,F,Los Angeles,2023-01-29,Bronze,False,0
C02465,Jessica,Smith,customer2465@email.com,62,Other,San Francisco,2023-03-25,Bronze,False,0
C02466,Patricia,Wilson,customer2466@email.com,52,F,Minneapolis,2022-10-13,Silver,False,0
C02467,Ava,Wilson,customer2467@email.com,53,M,Detroit,2022-03-23,Silver,True,0
C02468,Noah,Lopez,customer2468@email.com,74,F,Philadelphia,2021-09-27,Gold,True,0
C02469,Patricia,Smith,customer2469@email.com,26,M,Detroit,2023-06-16,Bronze,True,0
C02470,Joseph,Perez,customer2470@email.com,30,Other,Boston,2022-11-12,Bronze,False,0
C02471,Noah,Garcia,customer2471@email.com,22,Other,Baltimore,2022-05-05,Silver,True,0
C02472,Linda,Miller,customer2472@email.com,20,M,Nashville,2022-07-28,New,True,0
C02473,Richard,Smith,customer2473@email.com,62,F,Minneapolis,2023-02-04,New,True,0
C02474,Noah,Rodriguez,customer2474@email.com,51,Other,San Francisco,2021-04-26,Bronze,True,0
C02475,Robert,Hernandez,customer2475@email.com,74,M,Los Angeles,2021-11-07,Bronze,True,0
C02476,Karen,Taylor,customer2476@email.com,60,F,Atlanta,2021-07-13,New,True,0
C02477,Sarah,Lee,customer2477@email.com,42,Other,Seattle,2021-06-26,Gold,True,0
C02478,Robert,Thomas,customer2478@email.com,60,M,Tulsa,2021-05-30,Bronze,True,0
C02479,John,Jackson,customer2479@email.com,50,M,Miami,2022-05-05,Gold,False,0
C02480,Susan,Davis,customer2480@email.com,58,F,Baltimore,2023-05-10,Bronze,True,0
C02481,Mary,Hernandez,customer2481@email.com,45,F,Chicago,2023-02-10,Silver,True,0
C02482,Susan,Gonzalez,customer2482@email.com,64,F,Denver,2022-11-19,New,True,0
C02483,Karen,Martin,customer2483@email.com,26,Other,Baltimore,2023-02-06,New,True,0
C02484,Thomas,Martinez,customer2484@email.com,56,F,Tulsa,2021-09-05,Gold,True,0
C02485,James,Wilson,customer2485@email.com,56,M,Seattle,2022-03-20,Bronze,True,0
C02486,Sophia,Jones,customer2486@email.com,75,Other,Minneapolis,2022-12-23,New,False,0
C02487,William,Anderson,customer2487@email.com,43,Other,New York,2021-10-12,Bronze,False,0
C02488,Liam,Hernandez,customer2488@email.com,52,F,Los Angeles,2023-05-07,New,False,0
C02489,Ava,Jackson,customer2489@email.com,66,Other,Seattle,2022-01-31,Bronze,True,0
C02490,John,Thompson,customer2490@email.com,39,F,New York,2022-04-26,Silver,True,0
C02491,William,Rodriguez,customer2491@email.com,58,F,Denver,2021-09-15,Silver,True,0
C02492,David,Davis,customer2492@email.com,75,Other,Atlanta,2021-11-17,Silver,False,0
C02493,David,Thomas,customer2493@email.com,30,Other,Baltimore,2021-11-10,Bronze,False,0
C02494,Jessica,Perez,customer2494@email.com,56,Other,Atlanta,2021-09-28,Silver,True,0
C02495,Ava,Martinez,customer2495@email.com,67,M,Kansas City,2023-04-02,Bronze,False,0
C02496,Sarah,Hernandez,customer2496@email.com,52,M,Newark,2022-12-31,Bronze,True,0
C02497,Isabella,Martinez,customer2497@email.com,64,Other,Miami,2021-05-01,Bronze,True,0
C02498,Olivia,Hernandez,customer2498@email.com,68,M,Dallas,2022-09-05,New,False,0
C02499,Richard,Taylor,customer2499@email.com,33,Other,New Orleans,2022-01-19,New,False,0
C02500,Robert,Rodriguez,customer2500@email.com,39,Other,Detroit,2022-07-05,Silver,False,0
C02501,Sarah,Gonzalez,customer2501@email.com,42,M,Detroit,2021-05-08,New,True,0
C02502,Karen,Anderson,customer2502@email.com,34,Other,Portland,2023-04-12,Bronze,False,0
C02503,Jessica,Miller,customer2503@email.com,54,F,Minneapolis,2022-06-08,Bronze,False,0
C02504,Liam,Brown,customer2504@email.com,49,F,Baltimore,2022-10-06,New,False,0
C02505,Robert,Garcia,customer2505@email.com,25,M,Boston,2021-11-17,Silver,True,0
C02506,John,Rodriguez,customer2506@email.com,72,M,Seattle,2021-02-12,Gold,False,0
C02507,Patricia,Perez,customer2507@email.com,68,F,Atlanta,2021-05-11,New,True,0
C02508,Mary,Smith,customer2508@email.com,54,M,New York,2022-11-08,Silver,False,0
C02509,Linda,Davis,customer2509@email.com,45,M,Denver,2021-10-19,New,False,0
C02510,Linda,Jones,customer2510@email.com,40,M,Seattle,2022-07-20,New,False,0
C02511,Jennifer,Gonzalez,customer2511@email.com,32,M,Seattle,2023-02-20,Gold,True,0
C02512,Emma,Martin,customer2512@email.com,23,F,Los Angeles,2021-06-14,New,True,0
C02513,Jessica,Davis,customer2513@email.com,33,M,Newark,2021-04-08,Silver,True,0
C02514,William,Brown,customer2514@email.com,32,M,Miami,2021-06-27,Bronze,False,0
C02515,Liam,Gonzalez,customer2515@email.com,55,F,Atlanta,2022-03-22,Bronze,True,0
C02516,John,Wilson,customer2516@email.com,72,Other,Newark,2021-04-13,New,False,0
C02517,Richard,Martin,customer2517@email.com,65,F,Chicago,2021-06-03,Gold,False,0
C02518,Noah,Taylor,customer2518@email.com,74,F,San Francisco,2021-07-30,Bronze,False,0
C02519,Karen,Thomas,customer2519@email.com,19,Other,Philadelphia,2021-11-26,Bronze,False,0
C02520,Susan,Jones,customer2520@email.com,31,Other,Detroit,2022-09-14,Bronze,False,0
C02521,Richard,Miller,customer2521@email.com,68,M,New York,2021-06-22,Bronze,False,0
C02522,Linda,Thompson,customer2522@email.com,35,F,Miami,2022-02-19,Gold,False,0
C02523,Karen,Smith,customer2523@email.com,74,Other,Portland,2022-09-07,Silver,True,0
C02524,John,Anderson,customer2524@email.com,62,Other,Chicago,2022-10-23,Silver,False,0
C02525,Susan,Gonzalez,customer2525@email.com,40,M,Los Angeles,2022-08-09,New,False,0
C02526,Jessica,Williams,customer2526@email.com,46,F,New Orleans,2023-01-12,Silver,False,0
C02527,Susan,Rodriguez,customer2527@email.com,35,F,Houston,2021-08-23,Silver,True,0
C02528,Emma,Lee,customer2528@email.com,72,Other,Denver,2021-08-13,New,True,0
C02529,Richard,Lopez,customer2529@email.com,20,M,Tulsa,2023-05-17,Gold,True,0
C02530,Jennifer,Williams,customer2530@email.com,63,Other,St. Louis,2021-04-03,New,True,0
C02531,Thomas,Rodriguez,customer2531@email.com,23,F,Indianapolis,2021-09-14,Bronze,False,0
C02532,Jessica,Rodriguez,customer2532@email.com,72,M,Miami,2021-05-26,New,False,0
C02533,Thomas,Williams,customer2533@email.com,28,M,Detroit,2021-11-16,Silver,True,0
C02534,Isabella,Garcia,customer2534@email.com,59,F,Seattle,2022-08-10,Gold,False,0
C02535,Jennifer,Davis,customer2535@email.com,75,M,Atlanta,2022-03-10,Bronze,True,0
C02536,Patricia,Rodriguez,customer2536@email.com,67,M,Seattle,2021-03-10,New,True,0
C02537,Sarah,Lopez,customer2537@email.com,47,Other,Houston,2023-03-09,Bronze,True,0
C02538,Linda,Smith,customer2538@email.com,29,F,Houston,2022-07-01,Gold,False,0
C02539,James,Thomas,customer2539@email.com,70,Other,Minneapolis,2022-06-10,Bronze,False,0
C02540,Mary,Taylor,customer2540@email.com,28,M,Indianapolis,2021-05-19,Bronze,True,0
C02541,Susan,Jackson,customer2541@email.com,56,F,Newark,2023-06-02,Bronze,True,0
C02542,Ava,Brown,customer2542@email.com,29,Other,Miami,2022-04-11,Bronze,True,0
C02543,Sophia,Johnson,customer2543@email.com,56,M,Philadelphia,2022-10-18,New,True,0
C02544,Joseph,Thomas,customer2544@email.com,36,F,Kansas City,2021-01-01,Bronze,False,0
C02545,Isabella,Gonzalez,customer2545@email.com,52,Other,Newark,2022-07-18,Gold,False,0
C02546,Emma,Thompson,customer2546@email.com,56,Other,Philadelphia,2023-03-17,Bronze,False,0
C02547,Jennifer,Thomas,customer2547@email.com,44,F,Indianapolis,2022-06-21,Gold,True,0
C02548,Liam,Lopez,customer2548@email.com,22,F,Milwaukee,2021-07-31,Silver,False,0
C02549,Barbara,Lopez,customer2549@email.com,42,M,New York,2022-01-27,Silver,False,0
C02550,James,Miller,customer2550@email.com,66,F,Tulsa,2021-07-23,Gold,True,0
C02551,Emma,Jones,customer2551@email.com,73,Other,Nashville,2022-04-06,Silver,False,0
C02552,James,Davis,customer2552@email.com,27,F,New Orleans,2021-09-08,Gold,False,0
C02553,Ava,Anderson,customer2553@email.com,47,F,Atlanta,2022-02-13,New,False,0
C02554,Mary,Davis,customer2554@email.com,44,M,Dallas,2021-05-14,New,True,0
C02555,Mary,Lopez,customer2555@email.com,41,F,Philadelphia,2021-10-30,Gold,False,0
C02556,Barbara,Lopez,customer2556@email.com,56,Other,Seattle,2021-03-21,New,False,0
C02557,Karen,Williams,customer2557@email.com,73,F,New York,2021-02-11,Bronze,True,0
C02558,Jennifer,Smith,customer2558@email.com,50,M,Indianapolis,2021-11-14,Silver,False,0
C02559,Thomas,Miller,customer2559@email.com,19,Other,San Francisco,2021-03-03,Gold,False,0
C02560,Richard,Hernandez,customer2560@email.com,46,Other,Newark,2021-01-25,Bronze,False,0
C02561,Barbara,Lopez,customer2561@email.com,38,M,San Francisco,2022-09-29,Bronze,True,0
C02562,Karen,Wilson,customer2562@email.com,66,Other,Minneapolis,2022-03-25,Bronze,True,0
C02563,Richard,Hernandez,customer2563@email.com,70,Other,St. Louis,2021-06-07,Gold,False,0
C02564,Olivia,Rodriguez,customer2564@email.com,64,M,Indianapolis,2023-01-20,Gold,True,0
C02565,Richard,Rodriguez,customer2565@email.com,57,F,Miami,2021-04-06,Silver,True,0
C02566,James,Jones,customer2566@email.com,37,M,Baltimore,2021-02-15,Silver,True,0
C02567,Robert,Wilson,customer2567@email.com,69,Other,Portland,2022-03-04,Silver,False,0
C02568,John,Garcia,customer2568@email.com,18,M,New Orleans,2021-08-04,Silver,False,0
C02569,Linda,Anderson,customer2569@email.com,22,M,Kansas City,2023-03-17,New,False,0
C02570,Noah,Anderson,customer2570@email.com,23,F,Denver,2021-04-27,New,False,0
C02571,William,Jackson,customer2571@email.com,48,Other,Seattle,2023-05-22,Silver,False,0
C02572,David,Thomas,customer2572@email.com,60,M,Kansas City,2022-10-09,New,False,0
C02573,Sophia,Davis,customer2573@email.com,56,M,Chicago,2023-04-06,Silver,False,0
C02574,David,Thomas,customer2574@email.com,35,F,Los Angeles,2022-05-10,Bronze,False,0
C02575,Barbara,Rodriguez,customer2575@email.com,55,M,Indianapolis,2021-02-22,Silver,True,0
C02576,Linda,Davis,customer2576@email.com,68,F,Indianapolis,2023-05-15,Bronze,True,0
C02577,Thomas,Lopez,customer2577@email.com,52,F,Omaha,2022-12-16,New,False,0
C02578,David,Martinez,customer2578@email.com,54,M,Miami,2022-03-06,Bronze,True,0
C02579,Noah,Williams,customer2579@email.com,48,F,Minneapolis,2022-10-01,Silver,False,0
C02580,Jessica,Jones,customer2580@email.com,70,F,Los Angeles,2022-02-20,Bronze,True,0
C02581,Patricia,Martinez,customer2581@email.com,41,M,Los Angeles,2021-12-08,Gold,False,0
C02582,Michael,Gonzalez,customer2582@email.com,55,F,Miami,2022-02-10,New,False,0
C02583,Jennifer,Hernandez,customer2583@email.com,57,M,Denver,2021-09-07,Bronze,False,0
C02584,John,Brown,customer2584@email.com,42,M,Detroit,2022-08-31,Silver,True,0
C02585,Jessica,Taylor,customer2585@email.com,52,M,St. Louis,2021-06-03,Bronze,True,0
C02586,Karen,Garcia,customer2586@email.com,18,M,Indianapolis,2021-02-22,Bronze,False,0
C02587,Noah,Perez,customer2587@email.com,41,Other,Boston,2023-05-14,Gold,True,0
C02588,Barbara,Hernandez,customer2588@email.com,28,M,Minneapolis,2021-02-11,Bronze,True,0
C02589,James,Miller,customer2589@email.com,57,M,Philadelphia,2021-02-10,Silver,False,0
C02590,Emma,Martinez,customer2590@email.com,35,Other,San Francisco,2021-04-21,Bronze,True,0
C02591,Barbara,Jones,customer2591@email.com,57,M,Newark,2023-05-02,New,False,0
C02592,Sophia,Thompson,customer2592@email.com,59,Other,Milwaukee,2021-06-11,New,False,0
C02593,Ava,Martinez,customer2593@email.com,32,M,Philadelphia,2022-09-14,Bronze,False,0
C02594,Ava,Taylor,customer2594@email.com,28,F,Boston,2022-11-12,Bronze,False,0
C02595,Ava,Gonzalez,customer2595@email.com,59,F,Miami,2021-10-28,Gold,False,0
C02596,Michael,Davis,customer2596@email.com,38,F,Indianapolis,2022-11-14,Bronze,True,0
C02597,Mary,Jackson,customer2597@email.com,23,M,Indianapolis,2021-02-07,Silver,True,0
C02598,Robert,Williams,customer2598@email.com,26,F,Tulsa,2022-04-05,Bronze,False,0
C02599,Emma,Davis,customer2599@email.com,38,Other,Los Angeles,2022-12-06,Silver,False,0
C02600,Olivia,Perez,customer2600@email.com,25,Other,Seattle,2022-02-24,Gold,False,0
C02601,Karen,Lee,customer2601@email.com,31,M,Boston,2022-12-28,Bronze,True,0
C02602,Susan,Williams,customer2602@email.com,30,M,Minneapolis,2022-02-05,Gold,False,0
C02603,Karen,Anderson,customer2603@email.com,29,Other,Philadelphia,2022-02-03,Bronze,False,0
C02604,David,Thompson,customer2604@email.com,26,F,Kansas City,2022-04-06,Silver,False,0
C02605,Ava,Garcia,customer2605@email.com,54,M,Houston,2023-02-09,Gold,False,0
C02606,Karen,Hernandez,customer2606@email.com,23,M,Minneapolis,2022-03-02,Bronze,True,0
C02607,Liam,Taylor,customer2607@email.com,50,F,Atlanta,2021-09-03,Gold,True,0
C02608,Sophia,Smith,customer2608@email.com,20,Other,Boston,2022-03-04,Silver,False,0
C02609,Susan,Hernandez,customer2609@email.com,57,M,Milwaukee,2023-03-31,Bronze,False,0
C02610,Thomas,Miller,customer2610@email.com,70,M,Indianapolis,2023-03-02,Gold,False,0
C02611,Isabella,Thomas,customer2611@email.com,60,F,San Francisco,2022-11-28,New,False,0
C02612,Liam,Martin,customer2612@email.com,55,M,Baltimore,2022-06-26,Gold,True,0
C02613,Emma,Moore,customer2613@email.com,64,F,Seattle,2022-04-11,Silver,False,0
C02614,David,Smith,customer2614@email.com,36,F,Portland,2021-02-15,Bronze,True,0
C02615,Jessica,Anderson,customer2615@email.com,71,Other,Portland,2022-05-01,Silver,True,0
C02616,Emma,Davis,customer2616@email.com,71,F,New Orleans,2021-11-19,Gold,False,0
C02617,Mary,Davis,customer2617@email.com,72,Other,Portland,2022-10-30,Silver,False,0
C02618,James,Thomas,customer2618@email.com,34,M,Minneapolis,2022-02-09,Silver,True,0
C02619,Linda,Gonzalez,customer2619@email.com,46,M,Baltimore,2023-04-22,New,True,0
C02620,William,Moore,customer2620@email.com,69,Other,Baltimore,2021-03-19,Silver,True,0
C02621,Isabella,Lee,customer2621@email.com,73,F,Tulsa,2022-05-29,Bronze,True,0
C02622,Michael,Moore,customer2622@email.com,55,Other,Seattle,2022-05-24,New,False,0
C02623,Linda,Gonzalez,customer2623@email.com,25,Other,Omaha,2023-03-10,Silver,False,0
C02624,Olivia,Miller,customer2624@email.com,52,M,Kansas City,2021-07-01,New,False,0
C02625,Olivia,Davis,customer2625@email.com,39,F,Chicago,2021-03-23,Silver,True,0
C02626,Isabella,Rodriguez,customer2626@email.com,65,M,Kansas City,2021-05-13,New,False,0
C02627,Jessica,Garcia,customer2627@email.com,34,F,Atlanta,2022-11-19,Gold,True,0
C02628,Sophia,Martinez,customer2628@email.com,24,F,Seattle,2022-01-06,Bronze,True,0
C02629,Patricia,Smith,customer2629@email.com,27,M,Detroit,2021-03-20,Bronze,False,0
C02630,Sophia,Anderson,customer2630@email.com,25,F,Milwaukee,2021-07-03,Silver,False,0
C02631,Karen,Perez,customer2631@email.com,25,Other,New Orleans,2022-06-08,Bronze,True,0
C02632,John,Lopez,customer2632@email.com,68,M,Philadelphia,2021-12-31,Bronze,True,0
C02633,Isabella,Smith,customer2633@email.com,34,Other,Tulsa,2022-07-13,Gold,True,0
C02634,Robert,Hernandez,customer2634@email.com,28,M,San Francisco,2021-03-06,Silver,True,0
C02635,Olivia,Lopez,customer2635@email.com,66,M,New York,2022-05-06,Bronze,False,0
C02636,Jessica,Brown,customer2636@email.com,66,Other,Tulsa,2023-03-23,Bronze,False,0
C02637,Michael,Martin,customer2637@email.com,28,Other,Los Angeles,2021-08-06,New,True,0
C02638,Noah,Taylor,customer2638@email.com,32,Other,Tulsa,2023-02-02,Bronze,False,0
C02639,Olivia,Lopez,customer2639@email.com,38,M,Minneapolis,2022-02-01,New,True,0
C02640,James,Jackson,customer2640@email.com,30,F,Chicago,2022-04-09,Bronze,False,0
C02641,Jessica,Smith,customer2641@email.com,39,F,Newark,2022-10-27,Silver,True,0
C02642,Patricia,Martin,customer2642@email.com,71,Other,Seattle,2021-05-18,Gold,True,0
C02643,Karen,Taylor,customer2643@email.com,26,Other,Seattle,2022-08-31,Bronze,False,0
C02644,Mary,Lee,customer2644@email.com,57,F,Miami,2021-05-03,Bronze,False,0
C02645,Jessica,Martinez,customer2645@email.com,70,M,Milwaukee,2022-07-04,Gold,True,0
C02646,Robert,Thompson,customer2646@email.com,60,F,Philadelphia,2021-11-04,Silver,True,0
C02647,Jessica,Williams,customer2647@email.com,39,Other,Boston,2021-10-15,New,True,0
C02648,Isabella,Martinez,customer2648@email.com,37,F,Chicago,2022-05-26,Bronze,True,0
C02649,Jennifer,Thompson,customer2649@email.com,38,M,Indianapolis,2021-10-19,Silver,True,0
C02650,Patricia,Rodriguez,customer2650@email.com,25,F,New York,2022-01-07,Bronze,True,0
C02651,Michael,Jackson,customer2651@email.com,54,M,Miami,2021-07-07,Silver,True,0
C02652,Sophia,Moore,customer2652@email.com,37,Other,Detroit,2021-10-11,Silver,False,0
C02653,Barbara,Brown,customer2653@email.com,60,F,Tulsa,2022-07-20,Silver,True,0
C02654,Jessica,Williams,customer2654@email.com,74,Other,New York,2021-11-16,Gold,False,0
C02655,Robert,Williams,customer2655@email.com,21,M,Portland,2023-01-29,Bronze,True,0
C02656,Karen,Johnson,customer2656@email.com,75,F,Boston,2021-04-20,Silver,False,0
C02657,William,Garcia,customer2657@email.com,24,Other,Seattle,2022-07-09,New,True,0
C02658,Jennifer,Garcia,customer2658@email.com,39,Other,Portland,2021-03-25,New,True,0
C02659,James,Taylor,customer2659@email.com,69,M,Omaha,2022-10-08,Silver,True,0
C02660,Noah,Thomas,customer2660@email.com,65,M,Baltimore,2021-06-23,Bronze,True,0
C02661,William,Jackson,customer2661@email.com,51,Other,Tulsa,2022-11-29,Bronze,True,0
C02662,Linda,Johnson,customer2662@email.com,53,F,Atlanta,2022-05-20,New,False,0
C02663,Thomas,Martinez,customer2663@email.com,70,F,Indianapolis,2021-07-17,Silver,False,0
C02664,Emma,Martinez,customer2664@email.com,44,F,Miami,2022-08-28,Bronze,True,0
C02665,William,Lee,customer2665@email.com,44,Other,Los Angeles,2022-12-25,Bronze,True,0
C02666,Emma,Miller,customer2666@email.com,43,Other,New Orleans,2021-04-28,Silver,True,0
C02667,Olivia,Jackson,customer2667@email.com,29,M,Kansas City,2022-08-14,Gold,True,0
C02668,Mary,Davis,customer2668@email.com,63,M,Omaha,2021-05-16,Bronze,True,0
C02669,Noah,Gonzalez,customer2669@email.com,22,M,Atlanta,2023-01-19,Bronze,False,0
C02670,James,Lee,customer2670@email.com,54,M,St. Louis,2021-04-26,Silver,True,0
C02671,James,Wilson,customer2671@email.com,62,M,New York,2023-04-30,Bronze,True,0
C02672,Robert,Lee,customer2672@email.com,27,M,Boston,2022-04-03,Silver,False,0
C02673,Noah,Thomas,customer2673@email.com,42,Other,New Orleans,2022-02-25,Bronze,False,0
C02674,Olivia,Jones,customer2674@email.com,30,M,Philadelphia,2022-11-11,Silver,False,0
C02675,Noah,Perez,customer2675@email.com,73,M,Los Angeles,2021-07-12,New,False,0
C02676,Mary,Rodriguez,customer2676@email.com,45,M,Baltimore,2021-10-08,Silver,False,0
C02677,Mary,Anderson,customer2677@email.com,21,Other,Nashville,2021-06-12,Silver,True,0
C02678,Barbara,Jones,customer2678@email.com,25,F,New Orleans,2022-02-28,Gold,True,0
C02679,James,Taylor,customer2679@email.com,67,Other,Detroit,2022-03-13,Gold,False,0
C02680,Olivia,Davis,customer2680@email.com,37,F,Atlanta,2021-12-23,Bronze,False,0
C02681,Richard,Rodriguez,customer2681@email.com,48,M,Los Angeles,2023-05-10,Silver,True,0
C02682,Robert,Smith,customer2682@email.com,75,M,Dallas,2022-03-25,New,False,0
C02683,Sarah,Thomas,customer2683@email.com,32,Other,Indianapolis,2022-01-29,Gold,True,0
C02684,Susan,Thomas,customer2684@email.com,64,F,St. Louis,2021-10-02,Silver,True,0
C02685,Noah,Thomas,customer2685@email.com,73,F,Omaha,2021-10-06,Silver,False,0
C02686,Emma,Brown,customer2686@email.com,22,M,Nashville,2021-01-21,Gold,False,0
C02687,Sophia,Perez,customer2687@email.com,33,Other,Denver,2023-04-10,Gold,True,0
C02688,Thomas,Smith,customer2688@email.com,49,M,Chicago,2022-10-05,Silver,False,0
C02689,Sophia,Moore,customer2689@email.com,62,F,Portland,2023-02-26,Bronze,False,0
C02690,Michael,Garcia,customer2690@email.com,48,M,Omaha,2021-01-02,Silver,False,0
C02691,Jessica,Rodriguez,customer2691@email.com,66,Other,New Orleans,2023-01-09,Bronze,True,0
C02692,Noah,Martin,customer2692@email.com,43,Other,Portland,2022-10-06,Bronze,False,0
C02693,Karen,Martin,customer2693@email.com,42,M,Miami,2021-04-09,Gold,False,0
